date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020/6/22 4:10,993.97,12.25,285.89,11.69,96.4,14.28,13.76,0.51,8.66,13.85,1206.89,0.56,1.01,128.6,22.52,498
2020/6/22 4:20,993.95,12.32,285.97,11.65,95.7,14.34,13.73,0.62,8.63,13.81,1206.58,0.51,1.3,182.2,22.42,497
2020/6/22 4:30,994.06,12.3,285.94,11.63,95.7,14.32,13.71,0.62,8.62,13.79,1206.81,0.33,0.73,254.3,22.35,496.9
2020/6/22 4:40,994.13,12.71,286.34,11.69,93.5,14.72,13.76,0.96,8.65,13.84,1205.15,0.52,1.14,137.4,22.32,492.8
2020/6/22 4:50,994.2,12.73,286.36,11.61,92.9,14.74,13.69,1.05,8.61,13.77,1205.18,0.83,1.7,184.3,22.37,497
2020/6/22 5:00,994.25,12.96,286.58,11.69,92,14.96,13.76,1.2,8.65,13.84,1204.24,0.65,1.22,256.9,22.51,493.3
2020/6/22 5:10,994.28,13.33,286.95,11.68,89.7,15.33,13.75,1.58,8.64,13.83,1202.73,0.64,1.2,146.8,22.73,493.4
2020/6/22 5:20,994.29,13.46,287.08,11.72,89.2,15.46,13.79,1.67,8.67,13.87,1202.17,0.83,1.43,184.4,23.02,494.5
2020/6/22 5:30,994.3,14.04,287.66,11.79,86.3,16.05,13.85,2.2,8.71,13.93,1199.73,0.69,1.07,144.3,23.38,494.8
2020/6/22 5:40,994.36,14.48,288.1,11.94,84.7,16.51,13.99,2.53,8.8,14.07,1197.9,0.77,1.56,179.9,23.8,495.6
2020/6/22 5:50,994.44,14.03,287.64,11.94,87.2,16.04,13.99,2.05,8.8,14.06,1199.88,0.97,1.71,160,24.22,504.8
2020/6/22 6:00,994.51,13.75,287.35,11.89,88.5,15.75,13.94,1.81,8.76,14.02,1201.16,0.91,1.42,122.8,24.53,503.9
2020/6/22 6:10,994.55,13.91,287.51,11.96,88,15.92,14.01,1.91,8.81,14.08,1200.5,0.49,1.01,156.3,24.71,498.2
2020/6/22 6:20,994.59,14.06,287.66,11.92,86.9,16.07,13.97,2.11,8.78,14.04,1199.95,0.68,1.17,207.2,24.86,492.5
2020/6/22 6:30,994.69,14.13,287.72,12.12,87.7,16.14,14.16,1.99,8.9,14.23,1199.69,0.75,1.23,225.6,25.01,489.1
2020/6/22 6:40,994.75,14.49,288.07,12,85,16.53,14.05,2.48,8.83,14.12,1198.3,0.71,1.12,220.2,25.18,474.7
2020/6/22 6:50,994.76,14.9,288.48,11.86,82,16.97,13.91,3.05,8.75,13.99,1196.67,0.64,1.46,184.9,25.38,468.7
2020/6/22 7:00,994.8,15.41,288.99,12.19,81.1,17.53,14.22,3.31,8.94,14.29,1194.47,0.74,1.16,141.2,25.58,480
2020/6/22 7:10,994.88,16.12,289.69,12.34,78.28,18.35,14.36,3.99,9.03,14.44,1191.57,0.97,1.67,139.7,25.86,485.9
2020/6/22 7:20,995.03,16.83,290.39,12.44,75.29,19.2,14.45,4.74,9.09,14.53,1188.8,1,1.79,145.7,26.33,488.8
2020/6/22 7:30,995.12,17.08,290.64,12.55,74.64,19.51,14.56,4.95,9.15,14.63,1187.82,1.21,1.8,147.9,26.93,486.8
2020/6/22 7:40,995.15,17.32,290.87,12.56,73.6,19.8,14.58,5.23,9.16,14.65,1186.87,1.2,1.64,149.1,27.52,479
2020/6/22 7:50,995.19,17.84,291.39,13.02,73.4,20.46,15.02,5.44,9.44,15.09,1184.6,0.94,2.1,148.9,28.07,478.5
2020/6/22 8:00,995.21,18.82,292.37,13.33,70.44,21.76,15.33,6.43,9.64,15.4,1180.5,1.09,1.85,140.3,28.7,478.1
2020/6/22 8:10,995.32,19.5,293.04,13.35,67.59,22.7,15.35,7.36,9.65,15.42,1177.89,1.24,2.31,72.66,29.55,465.1
2020/6/22 8:20,995.33,19.72,293.26,13.18,65.93,23.02,15.18,7.84,9.54,15.25,1177.09,3.1,5.37,49.57,30.36,439.4
2020/6/22 8:30,995.36,20.1,293.64,12.7,62.42,23.57,14.71,8.86,9.24,14.78,1175.81,4.12,6.46,26.99,30.96,424.4
2020/6/22 8:40,995.44,19.98,293.51,13.02,64.2,23.39,15.02,8.37,9.44,15.09,1176.25,2.78,4.32,23.68,31.3,425.8
2020/6/22 8:50,995.46,20.4,293.93,12.96,62.3,24.01,14.96,9.05,9.4,15.02,1174.61,1.32,2.37,41.91,31.53,422
2020/6/22 9:00,995.51,20.66,294.19,12.45,59.32,24.39,14.47,9.92,9.09,14.54,1173.85,3.48,4.7,40.24,31.91,417.9
2020/6/22 9:10,995.65,20.65,294.17,12.64,60.1,24.38,14.65,9.73,9.2,14.72,1173.98,3.45,4.39,30.24,32.33,417.5
2020/6/22 9:20,995.74,20.93,294.44,12.64,59.04,24.8,14.64,10.16,9.2,14.71,1172.97,2.71,4.72,32.46,32.63,415.5
2020/6/22 9:30,995.76,21.25,294.76,12.9,58.91,25.29,14.9,10.39,9.36,14.96,1171.61,3.28,5.3,34.87,32.9,415.2
2020/6/22 9:40,995.69,21.05,294.56,12.78,59.15,24.99,14.78,10.21,9.28,14.84,1172.37,3.2,4.96,34.29,33.14,415.7
2020/6/22 9:50,995.71,21.22,294.73,12.75,58.45,25.25,14.76,10.49,9.27,14.82,1171.73,3.36,4.96,38.26,33.27,414.8
2020/6/22 10:00,995.76,21.64,295.15,12.39,55.63,25.91,14.41,11.49,9.05,14.47,1170.28,2.63,4.37,37.52,33.4,410.6
2020/6/22 10:10,995.84,21.79,295.29,12.5,55.51,26.14,14.51,11.63,9.11,14.57,1169.73,2.71,4.57,28.93,33.59,411.7
2020/6/22 10:20,995.91,21.83,295.33,12.47,55.28,26.21,14.49,11.72,9.1,14.55,1169.67,2.92,4.64,29.17,33.8,411.5
2020/6/22 10:30,995.99,21.92,295.41,12.97,56.8,26.35,14.97,11.38,9.4,15.03,1169.19,3.28,6.57,28.07,33.94,411.3
2020/6/22 10:40,996.08,21.89,295.37,13.12,57.46,26.3,15.11,11.19,9.49,15.17,1169.34,3.18,4.76,32.35,34.03,412.1
2020/6/22 10:50,996.13,22.04,295.52,13.2,57.23,26.55,15.19,11.35,9.54,15.25,1168.77,2.72,5.42,29.77,34.03,411.7
2020/6/22 11:00,996.23,22.02,295.49,13.41,58.12,26.51,15.41,11.1,9.68,15.47,1168.87,2.17,3.5,31.48,34.07,411.5
2020/6/22 11:10,996.23,22.3,295.77,13.52,57.52,26.97,15.51,11.46,9.74,15.57,1167.73,2.28,3.47,32.15,34.13,409.7
2020/6/22 11:20,996.22,22.38,295.85,13.42,56.89,27.1,15.42,11.68,9.68,15.48,1167.44,2.23,3.55,22.9,34.24,410
2020/6/22 11:30,996.17,22.61,296.08,13.71,57.15,27.48,15.71,11.78,9.87,15.77,1166.35,1.43,3.49,26.78,34.37,409.9
2020/6/22 11:40,996.2,23.13,296.6,14,56.44,28.36,16.01,12.35,10.06,16.07,1164.19,1.37,2.52,327.8,34.54,409.6
2020/6/22 11:50,996.23,23.34,296.81,13.68,54.6,28.72,15.68,13.04,9.85,15.74,1163.56,1.83,5.57,56.18,34.79,408.2
2020/6/22 12:00,996.21,23.38,296.85,13.04,52.21,28.79,15.03,13.76,9.44,15.09,1163.66,2.26,4.3,265,35.07,408.2
2020/6/22 12:10,996.13,23.33,296.81,13.31,53.31,28.71,15.3,13.4,9.61,15.36,1163.65,2.21,5.84,339.6,35.35,408.3
2020/6/22 12:20,996.2,23.48,296.95,13.35,52.99,28.97,15.35,13.62,9.64,15.41,1163.12,1.25,3.44,330.4,35.61,408.2
2020/6/22 12:30,996.35,22.88,296.34,13.24,54.52,27.94,15.23,12.71,9.56,15.29,1165.7,1.69,3.3,307.1,35.83,407.4
2020/6/22 12:40,996.47,22.43,295.88,13.34,56.42,27.18,15.34,11.85,9.63,15.39,1167.58,1.65,3.76,268.1,35.85,407.6
2020/6/22 12:50,996.62,22.43,295.87,13.64,57.51,27.18,15.63,11.55,9.82,15.69,1167.62,2.13,4.21,278.6,35.7,408.5
2020/6/22 13:00,996.73,22.23,295.66,13.92,59.31,26.86,15.93,10.93,10,15.98,1168.4,2.23,4.12,278.5,35.52,409.6
2020/6/22 13:10,996.82,22.13,295.55,14.36,61.4,26.69,16.39,10.3,10.29,16.44,1168.7,1.82,3.58,21.61,35.32,409.3
2020/6/22 13:20,996.94,21.64,295.05,14.78,64.98,25.91,16.83,9.07,10.57,16.89,1170.59,2.43,4.6,29.83,35.11,410.4
2020/6/22 13:30,996.92,21.54,294.95,14.85,65.69,25.75,16.91,8.83,10.62,16.97,1170.93,3.13,5.28,29.26,34.82,408.9
2020/6/22 13:40,996.97,21.32,294.73,14.59,65.46,25.4,16.63,8.77,10.44,16.68,1171.99,2.81,4.16,23.33,34.47,408.4
2020/6/22 13:50,997.09,21.43,294.83,14.66,65.33,25.58,16.71,8.87,10.49,16.76,1171.65,1.19,2.59,7.5,34.03,407.8
2020/6/22 14:00,997.01,22.18,295.58,14.14,60.32,26.77,16.15,10.62,10.14,16.2,1168.83,2.02,4.01,10.33,33.71,404.5
2020/6/22 14:10,996.97,22.81,296.22,13.69,56.4,27.82,15.69,12.13,9.85,15.74,1166.5,1.73,3.6,327.1,33.67,403.3
2020/6/22 14:20,997,22.7,296.1,13.84,57.35,27.63,15.85,11.79,9.95,15.89,1166.91,1.87,4.77,28.35,33.83,403.8
2020/6/22 14:30,996.94,22.64,296.05,13.73,57.13,27.53,15.73,11.8,9.87,15.78,1167.13,2.18,5.55,48.72,33.98,404
2020/6/22 14:40,996.99,23.16,296.57,13.07,53.02,28.41,15.06,13.35,9.45,15.11,1165.42,2.63,5.22,272.5,34.15,405
2020/6/22 14:50,996.94,23.03,296.44,13.07,53.46,28.19,15.07,13.12,9.46,15.12,1165.88,1.65,3.44,278.2,34.44,405.4
2020/6/22 15:00,996.87,23.3,296.72,13.44,53.87,28.65,15.44,13.22,9.69,15.48,1164.57,2.21,5.98,1.91,34.72,404.5
2020/6/22 15:10,996.91,23.38,296.79,13.7,54.53,28.79,15.7,13.09,9.85,15.75,1164.19,2.09,4.97,349.2,34.96,404
2020/6/22 15:20,996.86,23.5,296.92,13.5,53.43,29,15.5,13.51,9.73,15.54,1163.74,2.14,5.22,280.1,35.18,404.7
2020/6/22 15:30,996.78,23.33,296.75,13.5,53.97,28.71,15.49,13.21,9.72,15.54,1164.32,1.49,3.35,209.5,35.35,405.9
2020/6/22 15:40,996.75,23.49,296.92,13.66,54.02,28.98,15.66,13.33,9.83,15.71,1163.59,1.94,3.67,319,35.47,405.8
2020/6/22 15:50,996.74,23.22,296.65,13.23,53.38,28.52,15.22,13.29,9.55,15.27,1164.83,1.5,3.88,331.8,35.59,407.3
2020/6/22 16:00,996.68,23.59,297.02,12.97,51.35,29.16,14.97,14.19,9.4,15.02,1163.41,2.11,4.79,283.9,35.64,407.2
2020/6/22 16:10,996.63,23.88,297.32,12.86,50.1,29.67,14.87,14.81,9.33,14.92,1162.27,2.04,6.16,288.6,35.73,406.8
2020/6/22 16:20,996.66,23.87,297.3,12.14,47.8,29.65,14.17,15.48,8.89,14.22,1162.65,1.69,3.8,7.19,35.9,408.4
2020/6/22 16:30,996.75,23.39,296.82,12.07,48.98,28.81,14.11,14.7,8.85,14.16,1164.67,1.3,3.61,292.9,36.04,408.7
2020/6/22 16:40,996.73,23.24,296.67,12.71,51.55,28.55,14.72,13.83,9.24,14.77,1164.96,1.6,3.94,308.6,36.08,406.8
2020/6/22 16:50,996.7,23.8,297.23,12.65,49.63,29.53,14.66,14.87,9.2,14.7,1162.76,1.35,3.06,211.1,36.06,406.4
2020/6/22 17:00,996.69,23.85,297.28,12.48,48.95,29.62,14.5,15.12,9.1,14.55,1162.61,2.05,4.67,313,36.12,406.2
2020/6/22 17:10,996.7,23.63,297.06,12.55,49.81,29.23,14.56,14.67,9.14,14.61,1163.46,1.94,4.88,292.5,36.21,405.4
2020/6/22 17:20,996.7,23.08,296.51,12.44,51.12,28.28,14.45,13.82,9.07,14.5,1165.67,1.85,5.25,315.1,36.22,404.8
2020/6/22 17:30,996.65,23.2,296.64,12.3,50.3,28.48,14.33,14.16,8.99,14.37,1165.19,1.69,3.28,277.3,36.07,404.6
2020/6/22 17:40,996.65,23.31,296.74,12.13,49.4,28.67,14.16,14.51,8.89,14.21,1164.84,1.12,2.65,267.9,35.91,404.7
2020/6/22 17:50,996.68,23.54,296.97,11.81,47.7,29.07,13.87,15.2,8.7,13.91,1164.11,1.23,3.32,294.9,35.82,404.4
2020/6/22 18:00,996.73,23.24,296.67,11.8,48.55,28.55,13.86,14.69,8.7,13.91,1165.34,2.67,4.18,280.8,35.8,403.8
2020/6/22 18:10,996.76,22.92,296.35,11.82,49.57,28,13.88,14.12,8.71,13.93,1166.62,1.92,5.32,285.2,35.71,403.6
2020/6/22 18:20,996.81,22.56,295.98,11.77,50.48,27.4,13.83,13.57,8.68,13.88,1168.13,1.84,4.11,293.6,35.54,404
2020/6/22 18:30,996.89,22.23,295.64,11.6,50.93,26.86,13.68,13.18,8.58,13.72,1169.59,1.37,2.86,281.4,35.27,404.7
2020/6/22 18:40,996.85,21.77,295.19,11.63,52.49,26.11,13.71,12.41,8.6,13.75,1171.36,1.16,2.19,238.7,34.93,405.1
2020/6/22 18:50,996.82,22.03,295.45,11.74,52.02,26.53,13.8,12.73,8.66,13.85,1170.25,1.18,2.54,262.9,34.56,405.1
2020/6/22 19:00,996.81,22.23,295.65,11.88,51.87,26.86,13.93,12.93,8.74,13.97,1169.39,1.21,2.64,262.5,34.3,405.3
2020/6/22 19:10,996.84,21.93,295.35,11.68,52.13,26.37,13.75,12.62,8.62,13.79,1170.69,1.37,2.6,269.9,34.05,405.7
2020/6/22 19:20,996.83,21.37,294.79,11.25,52.45,25.48,13.37,12.12,8.38,13.41,1173.08,1.91,3.54,265.5,33.69,406.5
2020/6/22 19:30,996.89,20.99,294.4,11.34,53.99,24.89,13.44,11.45,8.43,13.48,1174.64,1.65,2.94,255.1,33.25,406.4
2020/6/22 19:40,996.96,20.75,294.16,11.39,54.97,24.53,13.48,11.05,8.46,13.53,1175.66,2.15,3.5,253.1,32.78,406.2
2020/6/22 19:50,996.99,20.49,293.89,11.43,56.04,24.14,13.53,10.61,8.48,13.57,1176.71,2.02,3.19,250.5,32.31,406.4
2020/6/22 20:00,997.1,20.25,293.64,11.53,57.23,23.78,13.61,10.17,8.54,13.65,1177.76,2.33,3.35,251,31.83,406.5
2020/6/22 20:10,997.14,20.01,293.4,11.63,58.48,23.43,13.7,9.73,8.59,13.74,1178.73,2.31,3.06,247.1,31.36,407.1
2020/6/22 20:20,997.16,19.79,293.18,11.36,58.22,23.12,13.46,9.66,8.44,13.5,1179.76,2.28,2.97,247,30.9,407.8
2020/6/22 20:30,997.21,19.66,293.04,11.14,57.86,22.93,13.27,9.66,8.32,13.31,1180.43,2.53,3.38,246.2,30.43,407.9
2020/6/22 20:40,997.27,19.58,292.96,11.1,57.99,22.82,13.23,9.59,8.29,13.27,1180.84,3.16,3.83,247.7,29.98,408.4
2020/6/22 20:50,997.33,19.43,292.8,11.04,58.28,22.61,13.17,9.43,8.26,13.21,1181.54,3.25,3.83,246.7,29.53,409.7
2020/6/22 21:00,997.37,19.24,292.61,10.72,57.76,22.34,12.9,9.44,8.09,12.94,1182.48,3.01,3.72,245.6,29.09,411.1
2020/6/22 21:10,997.4,19.09,292.46,10.49,57.39,22.13,12.7,9.43,7.96,12.73,1183.21,2.96,3.96,245.6,28.69,411.8
2020/6/22 21:20,997.46,18.9,292.26,10.51,58.17,21.87,12.72,9.15,7.97,12.76,1184.05,2.59,3.8,246.5,28.32,412.8
2020/6/22 21:30,997.48,18.72,292.08,10.57,59.05,21.63,12.77,8.86,8,12.8,1184.78,2.05,2.91,246.6,27.99,413.4
2020/6/22 21:40,997.53,18.48,291.84,10.68,60.38,21.3,12.86,8.44,8.06,12.9,1185.76,1.5,2.64,245.8,27.72,414.7
2020/6/22 21:50,997.65,18.16,291.51,10.71,61.76,20.88,12.9,7.98,8.08,12.93,1187.2,1.19,1.92,221.6,27.5,416
2020/6/22 22:00,997.69,17.93,291.27,11.21,64.74,20.58,13.32,7.26,8.35,13.36,1188,0.78,1.4,122,27.31,421.9
2020/6/22 22:10,997.72,17.54,290.88,11.37,67.08,20.08,13.47,6.61,8.44,13.5,1189.56,0.63,1.11,108.8,27.14,426.7
2020/6/22 22:20,997.76,17.2,290.54,11.32,68.33,19.65,13.43,6.22,8.41,13.46,1191.02,0.94,1.8,60.39,26.96,428.3
2020/6/22 22:30,997.84,17.05,290.38,11.39,69.3,19.47,13.49,5.98,8.45,13.52,1191.7,0.95,1.77,84.5,26.77,430
2020/6/22 22:40,997.88,16.82,290.15,11.37,70.21,19.19,13.47,5.72,8.44,13.5,1192.71,0.52,1.7,120.5,26.57,432.3
2020/6/22 22:50,997.98,16.5,289.82,11.29,71.27,18.8,13.4,5.4,8.39,13.43,1194.18,0.49,1.42,79.15,26.37,436.2
2020/6/22 23:00,998.04,16.55,289.86,10.87,69.09,18.86,13.03,5.83,8.16,13.06,1194.2,0.73,1.8,106.8,26.19,429.6
2020/6/22 23:10,998.09,17.27,290.58,10.08,62.59,19.74,12.36,7.39,7.74,12.38,1191.61,1.53,2.75,355.8,26.01,418.9
2020/6/22 23:20,998.14,17.09,290.39,10.6,65.55,19.52,12.79,6.72,8.01,12.82,1192.21,0.63,1.22,44.4,25.83,424.9
2020/6/22 23:30,998.14,16.83,290.13,10.62,66.74,19.2,12.81,6.39,8.02,12.84,1193.27,0.25,0.58,55.18,25.67,431.6
2020/6/22 23:40,998.1,16.5,289.81,10.62,68.15,18.8,12.81,5.99,8.02,12.84,1194.58,0.35,0.83,69.02,25.55,434.8
2020/6/22 23:50,998.1,16.06,289.37,9.96,67.09,18.28,12.26,6.02,7.68,12.29,1196.65,1.7,2.46,261.4,25.42,425.2
2020/6/23 0:00,998.17,15.79,289.09,10.11,68.93,17.97,12.38,5.58,7.75,12.41,1197.8,0.64,1.81,319,25.28,426.4
2020/6/23 0:10,998.19,15.44,288.74,10.7,73.33,17.57,12.88,4.69,8.07,12.91,1199.05,0.91,1.17,46.92,25.12,441.4
2020/6/23 0:20,998.18,15.14,288.44,10.88,75.66,17.23,13.04,4.19,8.17,13.06,1200.22,0.28,0.91,15.01,24.94,441.5
2020/6/23 0:30,998.22,15.23,288.53,10.3,72.39,17.33,12.55,4.79,7.86,12.57,1200.11,0.51,1.16,214.3,24.76,434.5
2020/6/23 0:40,998.24,14.81,288.1,10.47,75.21,16.87,12.69,4.18,7.94,12.71,1201.82,0.39,0.75,65.5,24.59,442
2020/6/23 0:50,998.25,14.33,287.62,10.84,79.53,16.35,13.01,3.35,8.14,13.03,1203.69,0.29,0.52,348.8,24.43,447.7
2020/6/23 1:00,998.24,14.27,287.56,10.08,75.89,16.29,12.36,3.93,7.74,12.39,1204.23,1.82,3.43,234.8,24.27,439
2020/6/23 1:10,998.22,14.47,287.77,9.82,73.61,16.5,12.15,4.36,7.6,12.17,1203.46,2.2,2.97,242.3,24.09,436.7
2020/6/23 1:20,998.27,14.42,287.71,9.79,73.67,16.45,12.12,4.33,7.59,12.14,1203.75,1.73,2.65,233.8,23.9,434.9
2020/6/23 1:30,998.3,14.31,287.6,9.75,74.02,16.33,12.09,4.24,7.57,12.11,1204.26,1.55,2.3,246.6,23.72,435
2020/6/23 1:40,998.39,14.08,287.36,9.81,75.44,16.09,12.14,3.95,7.6,12.16,1205.3,0.39,0.99,7.53,23.56,435.2
2020/6/23 1:50,998.34,13.89,287.18,10.03,77.51,15.89,12.32,3.57,7.71,12.34,1205.96,0.32,0.63,116.4,23.42,441.7
2020/6/23 2:00,998.31,13.8,287.09,10.01,77.83,15.8,12.3,3.5,7.7,12.32,1206.31,0.33,0.98,7.05,23.29,440.3
2020/6/23 2:10,998.39,13.5,286.78,10.64,82.8,15.5,12.83,2.67,8.03,12.85,1207.43,0.69,1.02,55.67,23.17,455
2020/6/23 2:20,998.33,13.23,286.52,10.71,84.7,15.23,12.9,2.33,8.07,12.92,1208.47,0.34,0.52,32.81,23.04,461.5
2020/6/23 2:30,998.31,13.08,286.37,10.51,84.4,15.08,12.72,2.35,7.97,12.75,1209.15,0.44,0.76,86,22.91,454.3
2020/6/23 2:40,998.4,13,286.28,10.56,85.1,15,12.76,2.23,7.99,12.78,1209.58,0.6,1.07,48.78,22.79,460.5
2020/6/23 2:50,998.42,12.84,286.12,10.54,85.9,14.84,12.75,2.09,7.98,12.77,1210.29,0.27,0.53,72.49,22.65,464.1
2020/6/23 3:00,998.39,12.66,285.94,10.17,84.8,14.67,12.44,2.23,7.79,12.46,1211.16,1.03,2.05,218.9,22.52,454.6
2020/6/23 3:10,998.41,12.81,286.09,9.73,81.5,14.81,12.07,2.74,7.56,12.09,1210.72,1.69,2.21,228.7,22.39,443.2
2020/6/23 3:20,998.45,12.71,285.99,9.83,82.6,14.72,12.16,2.56,7.61,12.17,1211.15,0.7,1.46,237.1,22.27,446.9
2020/6/23 3:30,998.48,12.42,285.69,9.96,84.9,14.44,12.26,2.18,7.67,12.28,1212.37,0.38,1.27,325.4,22.17,449.3
2020/6/23 3:40,998.48,12.33,285.6,9.94,85.3,14.35,12.24,2.11,7.66,12.26,1212.76,0.74,1.7,230.7,22.07,449
2020/6/23 3:50,998.56,12.33,285.6,10.11,86.3,14.35,12.39,1.97,7.75,12.4,1212.79,1.02,1.42,223.2,21.97,455.8
2020/6/23 4:00,998.63,12.33,285.59,9.92,85.2,14.35,12.23,2.12,7.65,12.25,1212.95,1.21,1.59,220.8,21.88,452.2
2020/6/23 4:10,998.72,12.22,285.47,10.12,87,14.25,12.4,1.85,7.76,12.41,1213.45,1.21,1.67,225.3,21.8,458.5
2020/6/23 4:20,998.8,12.22,285.47,9.95,86,14.25,12.25,1.99,7.67,12.27,1213.61,0.61,1.2,225,21.72,454.1
2020/6/23 4:30,998.87,12.18,285.42,10,86.5,14.21,12.29,1.92,7.69,12.31,1213.84,0.29,0.66,42.62,21.66,456.3
2020/6/23 4:40,998.94,12.19,285.43,10.04,86.7,14.22,12.33,1.89,7.71,12.34,1213.88,0.32,0.71,52.84,21.63,463.2
2020/6/23 4:50,998.97,12.35,285.58,10.11,86.2,14.37,12.39,1.98,7.75,12.4,1213.2,0.45,1.2,177.2,21.65,464.2
2020/6/23 5:00,999,12.23,285.46,10.01,86.3,14.26,12.31,1.95,7.7,12.32,1213.79,0.81,1.22,213.3,21.73,459.7
2020/6/23 5:10,999,12.22,285.45,10.14,87.1,14.25,12.41,1.84,7.76,12.42,1213.78,0.87,1.17,219.8,21.88,465
2020/6/23 5:20,999.07,12.52,285.75,10.35,86.6,14.53,12.59,1.95,7.87,12.6,1212.52,0.58,0.86,195.5,22.08,470.4
2020/6/23 5:30,999.11,12.8,286.02,10.42,85.4,14.8,12.64,2.16,7.91,12.65,1211.35,0.83,1.17,174.4,22.33,478.9
2020/6/23 5:40,999.15,12.98,286.2,10.47,84.7,14.98,12.69,2.29,7.94,12.7,1210.62,0.75,1.04,193.5,22.61,483.1
2020/6/23 5:50,999.21,13.34,286.55,10.64,83.7,15.34,12.84,2.5,8.03,12.85,1209.1,0.7,1.12,159.3,22.94,488.3
2020/6/23 6:00,999.22,13.86,287.07,10.77,81.6,15.86,12.94,2.92,8.1,12.95,1206.87,0.51,1.07,205.4,23.3,485.9
2020/6/23 6:10,999.2,14.33,287.55,10.97,80.2,16.35,13.12,3.24,8.21,13.13,1204.79,0.71,1.19,168.7,23.7,491.8
2020/6/23 6:20,999.2,14.64,287.86,11.03,78.92,16.69,13.17,3.52,8.24,13.18,1203.47,0.74,1.27,178,24.14,494.3
2020/6/23 6:30,999.24,14.47,287.68,11.06,79.93,16.5,13.19,3.31,8.25,13.2,1204.23,0.89,1.47,187.4,24.6,490.6
2020/6/23 6:40,999.27,15.03,288.24,11.17,77.69,17.11,13.29,3.82,8.32,13.3,1201.87,1.03,1.64,170.4,25.08,493.1
2020/6/23 6:50,999.26,15.48,288.69,11.11,75.17,17.61,13.24,4.37,8.28,13.25,1200.01,0.96,1.62,143.7,25.57,485.9
2020/6/23 7:00,999.27,15.8,289.01,11.26,74.36,17.98,13.37,4.61,8.36,13.38,1198.64,0.78,1.44,141.9,26.06,480.1
2020/6/23 7:10,999.24,16.33,289.54,11.32,72.19,18.6,13.43,5.17,8.4,13.44,1196.37,1.03,1.5,153.8,26.56,477
2020/6/23 7:20,999.19,16.64,289.86,11.47,71.48,18.97,13.56,5.41,8.48,13.57,1194.97,0.89,1.71,152.7,27.1,476
2020/6/23 7:30,999.17,17.18,290.4,11.61,69.72,19.63,13.69,5.94,8.56,13.7,1192.67,0.77,1.62,165.3,27.67,472.2
2020/6/23 7:40,999.17,17.94,291.16,11.54,66.17,20.59,13.63,6.97,8.53,13.64,1189.59,0.95,1.68,143.9,28.29,466.6
2020/6/23 7:50,999.17,18.42,291.64,11.57,64.33,21.22,13.65,7.57,8.54,13.66,1187.62,0.76,1.22,135.3,28.95,460.3
2020/6/23 8:00,999.15,18.62,291.84,11.42,62.9,21.49,13.52,7.97,8.46,13.53,1186.84,1.19,1.91,122.5,29.64,451.7
2020/6/23 8:10,999.15,18.55,291.77,11.68,64.26,21.4,13.75,7.65,8.6,13.76,1187.02,1.33,2.04,97.6,30.33,447
2020/6/23 8:20,999.18,18.18,291.4,11.66,65.7,20.91,13.74,7.17,8.6,13.75,1188.57,1.73,2.4,83.5,30.97,443.7
2020/6/23 8:30,999.2,18.54,291.76,11.83,64.93,21.38,13.89,7.5,8.69,13.9,1187.06,1.45,2.64,83.3,31.5,437.2
2020/6/23 8:40,999.21,18.77,291.99,11.72,63.55,21.69,13.79,7.91,8.63,13.8,1186.17,1.55,2.97,53.62,31.99,432.4
2020/6/23 8:50,999.19,18.82,292.04,11.66,63.09,21.76,13.73,8.03,8.59,13.74,1185.98,1.53,2.59,83.4,32.45,431.9
2020/6/23 9:00,999.17,19.37,292.59,11.74,61.3,22.52,13.81,8.72,8.64,13.82,1183.69,1.68,2.54,119.9,32.88,431.8
2020/6/23 9:10,999.14,19.57,292.79,11.72,60.46,22.8,13.79,9.02,8.63,13.8,1182.85,1.26,2.95,83.8,33.32,428.8
2020/6/23 9:20,999.11,20.26,293.48,11.88,58.53,23.8,13.93,9.87,8.72,13.94,1179.98,1.16,2.09,112,33.75,425.4
2020/6/23 9:30,999.09,21.01,294.24,12.03,56.45,24.93,14.07,10.85,8.81,14.08,1176.88,1.27,2.79,268,34.25,415.3
2020/6/23 9:40,999.06,21.4,294.63,12.14,55.52,25.53,14.17,11.36,8.87,14.19,1175.24,0.94,2.53,34.34,36.73,411.4
2020/6/23 9:50,999.07,21.2,294.43,11.21,52.86,25.22,13.33,11.89,8.34,13.34,1176.42,1.55,2.96,328.9,37.29,409.4
2020/6/23 10:00,999.13,20.92,294.14,11.29,54.07,24.79,13.4,11.38,8.39,13.41,1177.58,1.62,3.35,299.9,36.4,407.9
2020/6/23 10:10,999.13,21.28,294.5,10.16,49.05,25.34,12.43,12.91,7.77,12.44,1176.58,2.11,4.99,11.9,34.68,405.8
2020/6/23 10:20,999.11,21.09,294.32,9.94,48.87,25.05,12.24,12.81,7.66,12.25,1177.4,2.45,5.29,13.93,34.11,405.5
2020/6/23 10:30,999.13,21.22,294.44,9.13,45.92,25.25,11.59,13.65,7.25,11.6,1177.2,1.74,3.81,13.13,33.97,404.4
2020/6/23 10:40,999.13,21,294.22,9.54,47.84,24.91,11.92,12.99,7.45,11.93,1177.93,2.97,5.69,32.29,33.97,404.2
